 más       ,plus,SP-EN
 o        ,or,SP-EN
 pero     ,but,SP-EN
 sus       ,their,SP-EN
 le     ,you,SP-EN
 ha     ,he has,SP-EN
 me        ,me,SP-EN
 si       ,yes,SP-EN
 sin      ,without,SP-EN
 sobre    ,on,SP-EN
 este     ,East,SP-EN
 ya       ,already,SP-EN
 entre    ,between,SP-EN
 cuando   ,when,SP-EN
 todo     ,all,SP-EN
 ser      ,be,SP-EN
 son       ,They are,SP-EN
 dos    ,two,SP-EN
 también          ,as well,SP-EN
 fue      ,It was,SP-EN
 había    ,there was,SP-EN
 era      ,was,SP-EN
 muy    ,very,SP-EN
 años      ,years,SP-EN
 hasta    ,until,SP-EN
 desde     ,since,SP-EN
 está     ,this,SP-EN
 mi       ,my,SP-EN
 porque,why,SP-EN
 qué       ,what,SP-EN
 sólo     ,alone,SP-EN
 han       ,They have,SP-EN
 yo     ,I,SP-EN
 hay       ,there are,SP-EN
 vez    ,time,SP-EN
 puede     ,can,SP-EN
 todos    ,everybody,SP-EN
 así    ,so,SP-EN
 nos       ,us,SP-EN
 ni       ,neither,SP-EN
 parte    ,part,SP-EN
 tiene  ,has,SP-EN
 él     ,he,SP-EN
 uno    ,one,SP-EN
 donde  ,where,SP-EN
 bien   ,all right,SP-EN
 tiempo   ,weather,SP-EN
 mismo    ,same,SP-EN
 ese       ,that,SP-EN
 ahora    ,now,SP-EN
 cada      ,each,SP-EN
 e        ,and,SP-EN
 vida   ,lifetime,SP-EN
 otro     ,other,SP-EN
 después         ,after,SP-EN
 te       ,tea,SP-EN
 otros    ,others,SP-EN
 aunque   ,although,SP-EN
 esa       ,that,SP-EN
 eso       ,that,SP-EN
 hace      ,does,SP-EN
 otra     ,other,SP-EN
 gobierno      ,government,SP-EN
 tan    ,so,SP-EN
 durante  ,during,SP-EN
 siempre          ,always,SP-EN
 día      ,day,SP-EN
 tanto    ,so much,SP-EN
 ella     ,she,SP-EN
 tres     ,three,SP-EN
 sí       ,yes,SP-EN
 dijo   ,He said,SP-EN
 sido     ,been,SP-EN
 gran   ,great,SP-EN
 país     ,country,SP-EN
 según     ,according,SP-EN
 menos    ,less,SP-EN
 mundo    ,world,SP-EN
 año    ,year,SP-EN
 antes    ,before,SP-EN
 estado   ,state,SP-EN
 contra ,against,SP-EN
 sino      ,if not,SP-EN
 forma     ,shape,SP-EN
 caso       ,case,SP-EN
 nada       ,nothing,SP-EN
 hacer  ,do,SP-EN
 general   ,general,SP-EN
 estaba   ,I was,SP-EN
 poco       ,little bit,SP-EN
 estos  ,these,SP-EN
 presidente       ,President,SP-EN
 mayor  ,higher,SP-EN
 ante      ,before,SP-EN
 unos       ,some,SP-EN
 les       ,them,SP-EN
 algo   ,something,SP-EN
 hacia     ,toward,SP-EN
 casa   ,home,SP-EN
 ellos     ,they,SP-EN
 ayer      ,Yesterday,SP-EN
 hecho    ,fact,SP-EN
 primera   ,First,SP-EN
 mucho ,a lot,SP-EN
 mientras         ,While,SP-EN
 además        ,Besides,SP-EN
 quien     ,who,SP-EN
 momento           ,moment,SP-EN
 millones         ,millions,SP-EN
 esto      ,this,SP-EN
 españa    ,Spain,SP-EN
 hombre    ,man,SP-EN
 están  ,is it so,SP-EN
 pues       ,well,SP-EN
 hoy        ,today,SP-EN
 lugar     ,place,SP-EN
 madrid,Madrid,SP-EN
 nacional      ,national,SP-EN
 trabajo   ,work,SP-EN
 otras     ,Other,SP-EN
 mejor  ,best,SP-EN
 nuevo      ,new,SP-EN
 decir     ,say,SP-EN
 algunos           ,Some,SP-EN
 entonces          ,so,SP-EN
 todas     ,all,SP-EN
 días   ,days,SP-EN
 debe      ,should,SP-EN
 política         ,politics,SP-EN
 cómo   ,how,SP-EN
 casi   ,almost,SP-EN
 toda   ,All,SP-EN
 tal       ,such,SP-EN
 luego     ,then,SP-EN
 pasado,past,SP-EN
 primer   ,first,SP-EN
 medio  ,medium,SP-EN
 va     ,goes,SP-EN
 estas  ,these,SP-EN
 sea    ,be,SP-EN
 tenía     ,had,SP-EN
 nunca  ,never,SP-EN
 poder      ,power,SP-EN
 aquí   ,here,SP-EN
 ver       ,see,SP-EN
 veces      ,times,SP-EN
 embargo,embargo,SP-EN
 partido   ,match,SP-EN
 personas      ,people,SP-EN
 grupo     ,group,SP-EN
 cuenta    ,account,SP-EN
 pueden    ,may,SP-EN
 tienen ,They have,SP-EN
 misma     ,Same,SP-EN
 nueva  ,new,SP-EN
 cual      ,which,SP-EN
 fueron ,were,SP-EN
 mujer  ,woman,SP-EN
 frente    ,front,SP-EN
 josé   ,Joseph,SP-EN
 tras   ,after,SP-EN
 cosas      ,things,SP-EN
 fin       ,end,SP-EN
 ciudad    ,city,SP-EN
 he        ,He,SP-EN
 social   ,Social,SP-EN
 manera    ,way,SP-EN
 tener     ,to have,SP-EN
 sistema       ,system,SP-EN
 será      ,be,SP-EN
 historia      ,history,SP-EN
 muchos            ,Many,SP-EN
 juan   ,Juan,SP-EN
 tipo   ,kind,SP-EN
 cuatro    ,four,SP-EN
 dentro   ,inside,SP-EN
 nuestro   ,our,SP-EN
 punto  ,point,SP-EN
 dice   ,He says,SP-EN
 ello     ,it,SP-EN
 cualquier     ,any,SP-EN
 noche  ,night,SP-EN
 aún        ,yet,SP-EN
 agua       ,Water,SP-EN
 parece   ,looks like,SP-EN
 haber  ,to have,SP-EN
 situación        ,situation,SP-EN
 fuera  ,outside,SP-EN
 bajo      ,low,SP-EN
 grandes           ,big,SP-EN
 nuestra,our,SP-EN
 ejemplo       ,example,SP-EN
 acuerdo           ,agreement,SP-EN
 habían   ,They had,SP-EN
 usted     ,you,SP-EN
 estados           ,state,SP-EN
 hizo   ,did,SP-EN
 nadie     ,no one,SP-EN
 países   ,Countries,SP-EN
 horas  ,hours,SP-EN
 posible,possible,SP-EN
 tarde  ,late,SP-EN
 ley      ,law,SP-EN
 importante       ,important,SP-EN
 guerra    ,war,SP-EN
 desarrollo    ,development,SP-EN
 proceso           ,process,SP-EN
 realidad      ,reality,SP-EN
 sentido   ,sense,SP-EN
 lado      ,side,SP-EN
 mí     ,my,SP-EN
 tu        ,you,SP-EN
 cambio,change,SP-EN
 allí      ,there,SP-EN
 mano     ,hand,SP-EN
 eran     ,they were,SP-EN
 estar     ,to be,SP-EN
 san        ,saint,SP-EN
 número,number,SP-EN
 sociedad      ,society,SP-EN
 unas       ,nail,SP-EN
 centro    ,center,SP-EN
 padre    ,father,SP-EN
 gente     ,people,SP-EN
 final  ,final,SP-EN
 relación      ,relationship,SP-EN
 cuerpo    ,body,SP-EN
 obra   ,work,SP-EN
 incluso   ,even,SP-EN
 través    ,Through,SP-EN
 último ,latest,SP-EN
 madre  ,mother,SP-EN
 mis        ,My,SP-EN
 modo   ,mode,SP-EN
 problemas     ,problems,SP-EN
 cinco     ,five,SP-EN
 carlos ,Carlos,SP-EN
 hombres           ,mens,SP-EN
 información      ,information,SP-EN
 ojos      ,Eyes,SP-EN
 muerte,death,SP-EN
 nombre    ,first name,SP-EN
 algunas       ,some,SP-EN
 público   ,public,SP-EN
 mujeres           ,women,SP-EN
 siglo     ,century,SP-EN
 todavía   ,still,SP-EN
 meses     ,Months,SP-EN
 mañana            ,morning,SP-EN
 esos       ,those,SP-EN
 nosotros         ,US,SP-EN
 hora     ,hour,SP-EN
 muchas        ,many,SP-EN
 pueblo ,town,SP-EN
 alguna    ,any,SP-EN
 dar       ,give,SP-EN
 problema          ,problem,SP-EN
 don    ,Don,SP-EN
 da        ,gives,SP-EN
 tú        ,you,SP-EN
 derecho           ,law,SP-EN
 verdad ,true,SP-EN
 maría     ,Maria,SP-EN
 unidos    ,United,SP-EN
 podría    ,might,SP-EN
 sería     ,would,SP-EN
 junto     ,together,SP-EN
 cabeza    ,head,SP-EN
 aquel     ,that,SP-EN
 luis     ,Luis,SP-EN
 cuanto    ,how much,SP-EN
 tierra    ,Earth,SP-EN
 equipo    ,equipment,SP-EN
 segundo           ,second,SP-EN
 director         ,director,SP-EN
 dicho     ,saying,SP-EN
 cierto    ,true,SP-EN
 casos      ,Cases,SP-EN
 manos ,hands,SP-EN
 nivel     ,level,SP-EN
 podía     ,Could,SP-EN
 familia   ,family,SP-EN
 largo     ,long,SP-EN
 partir    ,To break,SP-EN
 falta     ,lack,SP-EN
 llegar    ,arrive,SP-EN
 propio    ,own,SP-EN
 ministro         ,Minister,SP-EN
 cosa       ,thing,SP-EN
 primero  ,First,SP-EN
 seguridad     ,security,SP-EN
 hemos     ,We have,SP-EN
 mal        ,wrong,SP-EN
 trata     ,about,SP-EN
 algún  ,some,SP-EN
 tuvo      ,He had,SP-EN
 respecto         ,respect,SP-EN
 semana            ,week,SP-EN
 varios    ,various,SP-EN
 real   ,real,SP-EN
 sé        ,HE,SP-EN
 voz       ,voice,SP-EN
 paso       ,He passed,SP-EN
 señor     ,Mr,SP-EN
 mil    ,one thousand,SP-EN
 quienes       ,Who,SP-EN
 proyecto         ,draft,SP-EN
 mercado       ,market,SP-EN
 mayoría          ,most,SP-EN
 luz       ,light,SP-EN
 claro     ,Clear,SP-EN
 iba       ,I was going,SP-EN
 éste      ,East,SP-EN
 pesetas       ,Pesetas,SP-EN
 orden     ,order,SP-EN
 español           ,Spanish,SP-EN
 buena      ,Good,SP-EN
 quiere ,wants,SP-EN
 aquella,that,SP-EN
 programa          ,Program,SP-EN
 palabras        ,words,SP-EN
 internacional    ,international,SP-EN
 van    ,go,SP-EN
 esas       ,those,SP-EN
 segunda           ,second,SP-EN
 empresa       ,business,SP-EN
 puesto    ,Market Stall,SP-EN
 ahí    ,there,SP-EN
 propia ,Own,SP-EN
 m          ,M,SP-EN
 libro     ,book,SP-EN
 igual     ,same,SP-EN
 político         ,political,SP-EN
 persona           ,person,SP-EN
 últimos   ,Last,SP-EN
 ellas  ,they,SP-EN
 total     ,total,SP-EN
 creo     ,I believe,SP-EN
 tengo  ,I have,SP-EN
 dios      ,God,SP-EN
 c         ,C,SP-EN
 española      ,Spanish,SP-EN
 condiciones       ,terms,SP-EN
 méxico    ,Mexico,SP-EN
 fuerza    ,force,SP-EN
 solo   ,alone,SP-EN
 único     ,only,SP-EN
 acción ,action,SP-EN
 amor   ,love,SP-EN
 policía   ,police,SP-EN
 puerta ,door,SP-EN
 pesar    ,to weigh,SP-EN
 zona   ,zone,SP-EN
 sabe   ,knows,SP-EN
 calle  ,Street,SP-EN
 interior         ,inside,SP-EN
 tampoco       ,neither,SP-EN
 música,music,SP-EN
 ningún    ,any,SP-EN
 vista     ,view,SP-EN
 campo ,countryside,SP-EN
 buen       ,good,SP-EN
 hubiera   ,I would have,SP-EN
 saber     ,to know,SP-EN
 obras     ,works,SP-EN
 razón  ,reason,SP-EN
 ex        ,former,SP-EN
 niños     ,children,SP-EN
 presencia     ,presence,SP-EN
 tema       ,theme,SP-EN
 dinero    ,money,SP-EN
 comisión          ,commission,SP-EN
 antonio   ,Antonio,SP-EN
 servicio         ,service,SP-EN
 hijo      ,son,SP-EN
 última    ,Last,SP-EN
 ciento    ,hundred,SP-EN
 estoy     ,I am,SP-EN
 hablar    ,talk,SP-EN
 dio       ,it gave,SP-EN
 minutos          ,Minutes,SP-EN
 producción        ,production,SP-EN
 camino    ,path,SP-EN
 seis      ,six,SP-EN
 quién     ,who,SP-EN
 fondo     ,background,SP-EN
 dirección        ,address,SP-EN
 papel     ,paper,SP-EN
 demás     ,the rest,SP-EN
 barcelona        ,Barcelona,SP-EN
 idea      ,idea,SP-EN
 especial         ,special,SP-EN
 diferentes       ,Different,SP-EN
 dado       ,dice,SP-EN
 base       ,base,SP-EN
 capital   ,capital,SP-EN
 ambos     ,both of them,SP-EN
 europa    ,Europe,SP-EN
 libertad        ,freedom,SP-EN
 relaciones       ,relations,SP-EN
 espacio           ,space,SP-EN
 medios    ,media,SP-EN
 ir        ,go,SP-EN
 actual    ,current,SP-EN
 población        ,population,SP-EN
 empresas          ,Business,SP-EN
 estudio   ,study,SP-EN
 salud     ,Health,SP-EN
 servicios        ,services,SP-EN
 haya       ,Beech,SP-EN
 principio        ,beginning,SP-EN
 siendo    ,being,SP-EN
 cultura   ,culture,SP-EN
 anterior         ,previous,SP-EN
 alto      ,high,SP-EN
 media      ,half,SP-EN
 mediante          ,through,SP-EN
 primeros         ,First,SP-EN
 arte      ,art,SP-EN
 paz        ,peace,SP-EN
 sector    ,sector,SP-EN
 imagen    ,image,SP-EN
 medida    ,measure,SP-EN
 deben      ,They must,SP-EN
 datos     ,data,SP-EN
 consejo           ,advice,SP-EN
 personal         ,personal,SP-EN
 interés   ,interest,SP-EN
 julio     ,July,SP-EN
 grupos    ,Groups,SP-EN
 miembros          ,members,SP-EN
 ninguna           ,any,SP-EN
 existe    ,exists,SP-EN
 cara      ,expensive,SP-EN
 edad       ,age,SP-EN
 etc       ,etc,SP-EN
 movimiento        ,movement,SP-EN
 visto     ,viewed,SP-EN
 llegó     ,I arrive,SP-EN
 puntos    ,points,SP-EN
 actividad        ,activity,SP-EN
 bueno      ,good,SP-EN
 uso        ,use,SP-EN
 niño      ,boy,SP-EN
 difícil   ,difficult,SP-EN
 joven     ,young,SP-EN
 futuro    ,future,SP-EN
 aquellos         ,those,SP-EN
 mes        ,month,SP-EN
 pronto    ,soon,SP-EN
 soy        ,I am,SP-EN
 hacía     ,toward,SP-EN
 nuevos    ,new,SP-EN
 nuestros         ,Our,SP-EN
 estaban           ,They were,SP-EN
 posibilidad      ,possibility,SP-EN
 sigue     ,follow,SP-EN
 cerca     ,close,SP-EN
 resultados       ,Results,SP-EN
 educación         ,education,SP-EN
 atención        ,Attention,SP-EN
 gonzález          ,Gonzalez,SP-EN
 capacidad         ,capacity,SP-EN
 efecto    ,effect,SP-EN
 necesario        ,necessary,SP-EN
 valor     ,value,SP-EN
 aire      ,air,SP-EN
 investigación    ,investigation,SP-EN
 siguiente           ,following,SP-EN
 figura    ,figure,SP-EN
 central   ,central,SP-EN
 comunidad         ,community,SP-EN
 necesidad         ,need,SP-EN
 serie  ,series,SP-EN
 organización  ,organization,SP-EN
 nuevas    ,New,SP-EN
 calidad,quality,SP-EN
